experiment,update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max,model,lr,val_loss,discount
1.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.0001_ent0.0_vl0.5_disc0.99,93.5,191488.0,810.1854759726987,309.9,0.3011247156095716,0.3679409159005004,0.0,0.9296249985694885,201.20855508870216,209.9729543967495,9.5,688.3,0.0,0.08155846371082584,-0.0018370042195328617,0.00632809047674523,0.11589752887514318,0.3011247156095716,0.3679409159005004,0.0,0.9296249985694885,mamba,0.0001,0.5,0.99
10.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.0001_ent0.01_vl1.0_disc0.99,93.5,191488.0,826.3392330161192,333.3,0.06775000020861621,0.19649214705342793,0.0,0.6982499957084656,344.28125,263.7961375662209,5.7,720.0,0.01,0.012867675708002879,-3.633918636295997e-05,0.0007411233264832409,0.01896200786387355,0.06775000020861621,0.19649214705342793,0.0,0.6982499957084656,mamba,0.0001,1.0,0.99
100.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.0_vl1.0_disc0.99,93.5,191488.0,706.7297392432486,404.9,0.0,0.0,0.0,0.0,678.175,123.11193710349062,296.3,720.0,0.0,-0.00013196169609843754,-1.2923909820640098e-05,8.795801152712665e-06,0.01418089930848418,0.0,0.0,0.0,0.0,transformer,0.01,1.0,0.99
101.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.0_vl1.0_disc0.95,93.5,191488.0,658.2155548488018,427.4,0.0,0.0,0.0,0.0,569.2,252.1873660504054,20.1,720.0,0.0,-0.0007973251777002498,-0.0009125376406473099,0.00010493103306358509,0.11127557568561555,0.0,0.0,0.0,0.0,transformer,0.01,1.0,0.95
102.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.0_vl1.0_disc0.9,93.5,191488.0,642.328352834047,419.4,0.07894531115889547,0.17601770115306142,0.0,0.5866249859333038,378.80625,270.10773674039444,13.5,720.0,0.0,0.0070163368622160995,0.007258605501192519,0.002165667587031402,0.347303695733897,0.07894531115889547,0.17601770115306142,0.0,0.5866249859333038,transformer,0.01,1.0,0.9
103.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.01_vl0.5_disc0.99,93.5,191488.0,613.8509759690656,428.4,0.06924999933689828,0.19804691707491973,0.0,0.715999984741211,448.5375,272.6055323356714,24.7,720.0,0.01,0.02465692724799732,0.0027637384759145404,0.001020686928022104,0.09671365314930613,0.06924999933689828,0.19804691707491973,0.0,0.715999984741211,transformer,0.01,0.5,0.99
104.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.01_vl0.5_disc0.95,93.5,191488.0,577.8726413789843,413.3,0.046664062887430156,0.14796089505915844,0.0,0.5651250004768371,434.05625,259.2420061075278,64.1,720.0,0.01,0.00251118141991353,0.00050214679462214,0.0007348450636646431,0.06027205495090025,0.046664062887430156,0.14796089505915844,0.0,0.5651250004768371,transformer,0.01,0.5,0.95
105.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.01_vl0.5_disc0.9,93.5,191488.0,640.506035260283,408.2,0.09041406419128176,0.21630664726597953,0.0,0.7513750076293946,382.2625,269.59192717814534,40.7,720.0,0.01,0.003978349347744331,0.00536010026207802,0.0006249735244334847,0.06940435476276388,0.09041406419128176,0.21630664726597953,0.0,0.7513750076293946,transformer,0.01,0.5,0.9
106.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.01_vl1.0_disc0.99,93.5,191488.0,598.3785766446426,441.3,0.06990624889731403,0.15426560633356232,0.0,0.49712500274181365,478.30625,259.1674971488543,33.4,720.0,0.01,0.025405657156534263,0.00199586071994417,0.0017467310752891385,0.2665041878035378,0.06990624889731403,0.15426560633356232,0.0,0.49712500274181365,transformer,0.01,1.0,0.99
107.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.01_vl1.0_disc0.95,93.5,191488.0,627.4358705812917,380.4,0.07342187436297534,0.16679824745748456,0.0,0.5653750002384186,333.94375,253.19935099270893,34.4,720.0,0.01,-0.036636595344316396,-0.03984368126330078,0.0027797630836882484,0.4876904096035147,0.07342187436297534,0.16679824745748456,0.0,0.5653750002384186,transformer,0.01,1.0,0.95
108.MiniGrid-RedBlueDoors-6x6-v0_transformer_lr0.01_ent0.01_vl1.0_disc0.9,93.5,191488.0,621.5665366727001,391.6,0.034195312950760094,0.08677858097407767,0.0,0.30037500858306887,450.725,278.0153627985889,23.2,720.0,0.01,0.008261209332522381,0.00962222120760996,0.0018508570495284783,0.3793450511018773,0.034195312950760094,0.08677858097407767,0.0,0.30037500858306887,transformer,0.01,1.0,0.9
11.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.0001_ent0.01_vl1.0_disc0.95,93.5,191488.0,841.3901168438042,317.9,0.09472656198777253,0.22841706018819058,0.0,0.727999997138977,384.36875,285.0580764352508,6.8,720.0,0.01,0.00552360191745715,-0.0007556682654012765,0.0011563812427226258,0.024354174165758587,0.09472656198777253,0.22841706018819058,0.0,0.727999997138977,mamba,0.0001,1.0,0.95
12.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.0001_ent0.01_vl1.0_disc0.9,93.5,191488.0,768.9609824069446,330.0,0.05139062553644177,0.13838148174880396,0.0,0.5150000065565109,448.525,276.18237288667376,17.2,720.0,0.01,0.0013987884253878844,0.00145264318485942,0.00015345382818735535,0.00769442726016571,0.05139062553644177,0.13838148174880396,0.0,0.5150000065565109,mamba,0.0001,1.0,0.9
13.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.0_vl0.5_disc0.99,93.5,191488.0,880.9941656682468,289.1,0.5035504813723108,0.46143460114831497,0.0,0.9806249976158142,40.87981535476117,42.727156036983054,2.6,235.4,0.0,0.42139396741986274,-0.009183758171639038,0.04174578323436431,0.14571748582226135,0.5035504813723108,0.46143460114831497,0.0,0.9806249976158142,mamba,0.001,0.5,0.99
14.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.0_vl0.5_disc0.95,93.5,191488.0,881.7239279933237,291.2,0.5118067998513628,0.4722084526744946,0.0,0.9847500026226044,23.873462849362273,25.23168487263112,1.6,191.0,0.0,0.3052123610395938,-0.00231697928247739,0.0369878148019779,0.1516930793200742,0.5118067998513628,0.4722084526744946,0.0,0.9847500026226044,mamba,0.001,0.5,0.95
15.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.0_vl0.5_disc0.9,93.5,191488.0,853.4827758563208,287.7,0.7916344488098549,0.3793633042231762,0.0,0.9897499978542328,16.69488526052667,7.2514561150090255,3.6,45.0,0.0,0.388550978153944,-0.010340709587035219,0.019142373008071378,0.09704928899616092,0.7916344488098549,0.3793633042231762,0.0,0.9897499978542328,mamba,0.001,0.5,0.9
16.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.0_vl1.0_disc0.99,93.5,191488.0,864.6668123596992,299.8,0.01028124988079068,0.03392700061686686,0.0,0.13899999856948853,481.4375,305.5025847332725,14.8,720.0,0.0,0.00914587027509691,0.0018226766933821103,1.2166130117563512e-05,0.00309987515006181,0.01028124988079068,0.03392700061686686,0.0,0.13899999856948853,mamba,0.001,1.0,0.99
17.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.0_vl1.0_disc0.95,93.5,191488.0,886.1051532085603,283.1,0.6732927487599549,0.43734094932812945,0.0,0.9886249959468841,23.133108076886625,21.37477912257088,4.0,167.9,0.0,0.39139136029407384,-0.007882358758615728,0.02838708835188296,0.1913369435094036,0.6732927487599549,0.43734094932812945,0.0,0.9886249959468841,mamba,0.001,1.0,0.95
18.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.0_vl1.0_disc0.9,93.5,191488.0,848.2557895070344,287.2,0.18343751065196312,0.31393457057475094,0.0,0.8461250007152558,132.78023510185466,161.07603653845672,8.4,555.3,0.0,0.01643755075074291,-0.0026170179881318998,0.004203138307305154,0.04849434780670621,0.18343751065196312,0.31393457057475094,0.0,0.8461250007152558,mamba,0.001,1.0,0.9
19.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.01_vl0.5_disc0.99,93.5,191488.0,891.028341503656,303.0,0.11585937608033414,0.24878479438425463,0.0,0.7913750112056732,256.5125,215.5963143420945,18.1,690.9,0.01,0.051053437148220804,0.003195315322091076,0.00204023808754523,0.016424176938040012,0.11585937608033414,0.24878479438425463,0.0,0.7913750112056732,mamba,0.001,0.5,0.99
2.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.0001_ent0.0_vl0.5_disc0.95,93.5,191488.0,1000.7028132728328,307.4,0.3373354751190714,0.38242260288198604,0.0,0.9586250007152557,137.50344497607654,171.13630062549774,4.3,606.0,0.0,0.04523347741778701,-0.0022873113211971997,0.00807754291381564,0.12736501067244002,0.3373354751190714,0.38242260288198604,0.0,0.9586250007152557,mamba,0.0001,0.5,0.95
20.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.01_vl0.5_disc0.95,93.5,191488.0,857.5734941744315,320.3,0.09668923531555462,0.24213634118075378,0.0,0.8168749868869781,208.47638888888886,185.3819570847121,21.1,685.9,0.01,0.011158495135987278,-0.00232623291030904,0.002328747224203142,0.015974260099026173,0.09668923531555462,0.24213634118075378,0.0,0.8168749868869781,mamba,0.001,0.5,0.95
21.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.01_vl0.5_disc0.9,93.5,191488.0,863.8017105010795,299.1,0.050210937485098826,0.14244842237443306,0.0,0.5087499976158142,288.675,237.91573528903342,9.6,706.1,0.01,0.001667523666083029,8.560409175969997e-05,0.00022475991291234578,0.0038699132537770306,0.050210937485098826,0.14244842237443306,0.0,0.5087499976158142,mamba,0.001,0.5,0.9
22.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.01_vl1.0_disc0.99,93.5,191488.0,850.9881246546107,317.4,0.0361328130587935,0.09885644868789609,0.0,0.37725000381469725,459.675,258.8382432419825,27.0,720.0,0.01,0.01315917331667146,0.00154215715856476,0.00018673167667272215,0.00496820649962933,0.0361328130587935,0.09885644868789609,0.0,0.37725000381469725,mamba,0.001,1.0,0.99
23.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.01_vl1.0_disc0.95,93.5,191488.0,838.1637357063312,293.4,0.06281249942257996,0.1523171130392188,0.0,0.5148750014603138,257.94375,217.84237729929987,25.4,692.0,0.01,0.005790944299428639,0.00013547413418563996,0.0008024704060303675,0.011848004891288903,0.06281249942257996,0.1523171130392188,0.0,0.5148750014603138,mamba,0.001,1.0,0.95
24.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.001_ent0.01_vl1.0_disc0.9,93.5,191488.0,873.4881778680931,295.1,0.08132031280547378,0.17922486894451845,0.0,0.5902500033378602,283.4875,232.6809688158657,21.3,704.1,0.01,0.0014450055822635291,-0.00164533687897116,0.0005814396633398672,0.00953963719304469,0.08132031280547378,0.17922486894451845,0.0,0.5902500033378602,mamba,0.001,1.0,0.9
25.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.0_vl0.5_disc0.99,93.5,191488.0,851.2961876843283,336.1,0.0,0.0,0.0,0.0,648.33125,166.33163749606246,168.8,720.0,0.0,0.00175411186501149,0.00035221209098776205,1.5902840018355847e-05,0.01149303958772883,0.0,0.0,0.0,0.0,mamba,0.01,0.5,0.99
26.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.0_vl0.5_disc0.95,93.5,191488.0,858.7576597119987,316.1,0.0,0.0,0.0,0.0,719.475,2.033316256758894,711.6,720.0,0.0,-0.02284489057492462,-0.016648583247661008,0.004842801491755616,0.27573578319271774,0.0,0.0,0.0,0.0,mamba,0.01,0.5,0.95
27.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.0_vl0.5_disc0.9,93.5,191488.0,841.3622804468766,317.5,0.0,0.0,0.0,0.0,646.7625,178.09940567204086,142.5,720.0,0.0,-0.00128218498284695,-0.0028297602797465607,0.00018445510928717063,0.08413346912997047,0.0,0.0,0.0,0.0,mamba,0.01,0.5,0.9
28.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.0_vl1.0_disc0.99,93.5,191488.0,825.6379329899831,327.6,0.0,0.0,0.0,0.0,707.6625,47.78293203383401,522.6,720.0,0.0,0.01916166770947714,0.0033289422657162616,0.0018657691834214223,0.314349255213912,0.0,0.0,0.0,0.0,mamba,0.01,1.0,0.99
29.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.0_vl1.0_disc0.95,93.5,191488.0,831.7978597205895,344.3,0.0,0.0,0.0,0.0,719.2875,2.7595006341727846,708.6,720.0,0.0,-0.04418161743087691,-0.0440967204747721,0.0019470911625830603,0.698553967073377,0.0,0.0,0.0,0.0,mamba,0.01,1.0,0.95
3.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.0001_ent0.0_vl0.5_disc0.9,93.5,191488.0,877.7958941853067,266.8,0.18986718929372726,0.31963548142547593,0.0,0.8756250202655792,283.4,279.7862008047771,5.1,720.0,0.0,0.005784056638640269,-0.0024481073204697104,0.00185908631488013,0.058988717965818616,0.18986718929372726,0.31963548142547593,0.0,0.8756250202655792,mamba,0.0001,0.5,0.9
30.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.0_vl1.0_disc0.9,93.5,191488.0,853.0469150152472,332.0,0.0,0.0,0.0,0.0,720.0,0.0,720.0,720.0,0.0,-0.02049499119166281,-0.0486749765463173,0.00244020459285814,0.7872338388803259,0.0,0.0,0.0,0.0,mamba,0.01,1.0,0.9
31.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.01_vl0.5_disc0.99,93.5,191488.0,840.3523335758489,311.2,0.0,0.0,0.0,0.0,619.1125,207.4300843172736,151.0,720.0,0.01,-0.0219310944230528,-0.00478827719016402,3.500712641856313e-05,0.01714734575486331,0.0,0.0,0.0,0.0,mamba,0.01,0.5,0.99
32.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.01_vl0.5_disc0.95,93.5,191488.0,838.4188771470888,320.2,0.026765624433755842,0.10366281768277878,0.0,0.42824999094009397,464.3625,275.33405187913667,28.6,720.0,0.01,0.0005463359295390499,-0.00054309183842634,0.00018848487435953426,0.023691819807277706,0.026765624433755842,0.10366281768277878,0.0,0.42824999094009397,mamba,0.01,0.5,0.95
33.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.01_vl0.5_disc0.9,93.5,191488.0,812.7717680876325,311.9,0.034132812358438944,0.09857206520989045,0.0,0.3623749978840351,395.1,274.7465129820356,12.5,720.0,0.01,0.005595620488747944,0.010468606895051361,0.0004868016204776257,0.0864408827306151,0.034132812358438944,0.09857206520989045,0.0,0.3623749978840351,mamba,0.01,0.5,0.9
34.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.01_vl1.0_disc0.99,93.5,191488.0,858.800470230138,311.3,0.029304686747491294,0.10242178680029132,0.0,0.4183749884366989,512.65,242.45001716465487,41.8,720.0,0.01,-0.17011027593398462,-0.03689931358094322,0.0023531639501925,0.47934580699514473,0.029304686747491294,0.10242178680029132,0.0,0.4183749884366989,mamba,0.01,1.0,0.99
35.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.01_vl1.0_disc0.95,93.5,191488.0,856.2447515192362,310.8,0.03543750010430809,0.11640373992129611,0.0,0.4675000011920929,485.475,262.54102270175315,19.5,720.0,0.01,-0.0032748379744589203,-0.006702039163428699,0.001932349948799534,0.49190091849683937,0.03543750010430809,0.11640373992129611,0.0,0.4675000011920929,mamba,0.01,1.0,0.95
36.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.01_ent0.01_vl1.0_disc0.9,93.5,191488.0,847.1966619147139,312.5,0.12214843817055224,0.22718343936928193,0.0,0.7476250052452087,441.30625,253.50469700249522,19.1,720.0,0.01,0.01979995227884498,0.03850454238818198,0.001690039976006068,0.4742478717488835,0.12214843817055224,0.22718343936928193,0.0,0.7476250052452087,mamba,0.01,1.0,0.9
37.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.0_vl0.5_disc0.99,93.5,191488.0,1074.733729144472,236.0,0.11296874973922966,0.20511298714230403,0.0,0.6099999964237213,384.21875,290.9386620751216,16.1,720.0,0.0,0.03149251173017541,-0.0002724843671785402,0.0019248571811430928,0.01421518648357526,0.11296874973922966,0.20511298714230403,0.0,0.6099999964237213,lstm,0.0001,0.5,0.99
38.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.0_vl0.5_disc0.95,93.5,191488.0,1110.853064673778,232.6,0.1255234375596046,0.2322401663029293,0.0,0.7202499955892563,290.70625,260.7184366514499,9.2,720.0,0.0,0.00962030754399162,-0.0016773301593502401,0.0016308784242141518,0.018961786563579337,0.1255234375596046,0.2322401663029293,0.0,0.7202499955892563,lstm,0.0001,0.5,0.95
39.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.0_vl0.5_disc0.9,93.5,191488.0,1118.2944207102069,247.2,0.13359375130385157,0.26392800453503334,0.0,0.8426250040531158,363.9375,277.4029911744802,9.7,720.0,0.0,0.00453092791540253,-0.00079345044325124,0.0011196463037378723,0.01757190015517154,0.13359375130385157,0.26392800453503334,0.0,0.8426250040531158,lstm,0.0001,0.5,0.9
4.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.0001_ent0.0_vl1.0_disc0.99,93.5,191488.0,864.8062256501922,292.6,0.09563281154260035,0.21480817079286146,0.0,0.731624984741211,318.49375,268.14975351437016,8.0,720.0,0.0,0.015761974907491032,-0.002442884026652328,0.0015534722926303932,0.06663990290000008,0.09563281154260035,0.21480817079286146,0.0,0.731624984741211,mamba,0.0001,1.0,0.99
40.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.0_vl1.0_disc0.99,93.5,191488.0,1138.179697958906,236.4,0.13259374899789686,0.2620411112103006,0.0,0.7934999942779541,336.59375,281.8912428016738,12.1,720.0,0.0,0.015612989923829399,-0.0036987247317028793,0.002078857020421733,0.04457527480658135,0.13259374899789686,0.2620411112103006,0.0,0.7934999942779541,lstm,0.0001,1.0,0.99
41.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.0_vl1.0_disc0.95,93.5,191488.0,1130.287821507734,245.9,0.09707812480628486,0.20641274865867737,0.0,0.6247499942779541,321.775,276.3586795033282,13.0,720.0,0.0,0.00882947356135442,0.00237463190405832,0.0012132172857206816,0.030253399891486697,0.09707812480628486,0.20641274865867737,0.0,0.6247499942779541,lstm,0.0001,1.0,0.95
42.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.0_vl1.0_disc0.9,93.5,191488.0,1125.5164812664202,253.2,0.18638281319290398,0.2898199032168355,0.0,0.8351249933242798,299.69375,267.56034197423264,5.3,720.0,0.0,0.006615154574046711,0.0028112521353250075,0.0012843378423581886,0.029100427674573555,0.18638281319290398,0.2898199032168355,0.0,0.8351249933242798,lstm,0.0001,1.0,0.9
43.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.01_vl0.5_disc0.99,93.5,191488.0,1102.6284322459042,239.6,0.06501562483608718,0.16763732263391853,0.0,0.587374997138977,406.6125,280.5568889703983,17.2,720.0,0.01,0.01494362648809321,0.00025795265173654,0.0006892530317543101,0.004956877994830391,0.06501562483608718,0.16763732263391853,0.0,0.587374997138977,lstm,0.0001,0.5,0.99
44.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.01_vl0.5_disc0.95,93.5,191488.0,1155.9515936368105,243.1,0.08550781235098835,0.20805399621255183,0.0,0.6667500019073487,394.38125,244.8858989733112,23.0,720.0,0.01,0.00480298043748912,-0.00022951860364625997,0.0007605420993598538,0.006193858575196871,0.08550781235098835,0.20805399621255183,0.0,0.6667500019073487,lstm,0.0001,0.5,0.95
45.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.01_vl0.5_disc0.9,93.5,191488.0,1123.7391833875768,246.0,0.09011718705296515,0.2016468452978717,0.0,0.6758749902248382,327.0375,271.7538413572339,14.9,720.0,0.01,0.0030872584635119093,0.0008302436245230503,0.0006608359852961169,0.006346513798462601,0.09011718705296515,0.2016468452978717,0.0,0.6758749902248382,lstm,0.0001,0.5,0.9
46.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.01_vl1.0_disc0.99,93.5,191488.0,1137.3574238728138,242.8,0.09095312412828203,0.20531761727248746,0.0,0.6971249908208847,357.25,256.5675355341762,22.9,717.7,0.01,0.02710904402483714,0.00126670911704419,0.0012085492883983071,0.012650968166964061,0.09095312412828203,0.20531761727248746,0.0,0.6971249908208847,lstm,0.0001,1.0,0.99
47.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.01_vl1.0_disc0.95,93.5,191488.0,1139.2479882823245,246.6,0.06914843674749133,0.1894391520698993,0.0,0.6353749901056289,422.99375,260.5683685359887,43.6,720.0,0.01,0.004086615362280047,0.0012604515082784912,0.0005042818362070641,0.00712079638092269,0.06914843674749133,0.1894391520698993,0.0,0.6353749901056289,lstm,0.0001,1.0,0.95
48.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.0001_ent0.01_vl1.0_disc0.9,93.5,191488.0,1135.990610404955,244.7,0.046101562818512284,0.1417205804845377,0.0,0.5480000086128711,376.16875,268.5676402413384,23.5,720.0,0.01,0.0012523715442597102,-0.0001717219953831977,0.00034130017372218676,0.004998840910890791,0.046101562818512284,0.1417205804845377,0.0,0.5480000086128711,lstm,0.0001,1.0,0.9
49.MiniGrid-RedBlueDoors-6x6-v0_lstm_lr0.001_ent0.0_vl0.5_disc0.99,93.5,191488.0,1111.2707078398857,241.3,0.9194733333205158,0.1725609375352412,0.09037500023841857,0.982750004529953,33.44851757057662,19.60081841616377,5.0,135.4,0.0,0.7730795744806528,-0.0043373714819608606,0.0056441322547470295,0.04710861157338727,0.9194733333205158,0.1725609375352412,0.09037500023841857,0.982750004529953,lstm,0.001,0.5,0.99
5.MiniGrid-RedBlueDoors-6x6-v0_mamba_lr0.0001_ent0.0_vl1.0_disc0.95,93.5,191488.0,766.694071190291,314.9,0.32581755677785945,0.3671698047664681,0.0,0.9253750085830689,193.475,195.77744977186566,10.5,653.3,0.0,0.0380476473314047,0.00026500014282647004,0.006693513112622849,0.17766890425131693,0.32581755677785945,0.3671698047664681,0.0,0.9253750085830689,mamba,0.0001,1.0,0.95
